Pincode,Area,S/C Code,S/C Description,Region,State Code,State Description,ZONE
743247,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743248,BST,BST,BARASAT,EAST,WB,WEST BENGAL,5
743249,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743251,RNA,RNA,RANAGHAT,EAST,WB,WEST BENGAL,5
743252,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743262,RNA,RNA,RANAGHAT,EAST,WB,WEST BENGAL,5
743263,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743268,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743269,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743270,RNA,RNA,RANAGHAT,EAST,WB,WEST BENGAL,5
743271,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743272,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743273,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743286,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743287,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743289,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743290,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743291,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743292,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743293,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743294,BST,BST,BARASAT,EAST,WB,WEST BENGAL,5
743297,RNA,RNA,RANAGHAT,EAST,WB,WEST BENGAL,5
743313,CCU,HSW,HSW APEX/SFC PUD CENTRE,EAST,WB,WEST BENGAL,5
743318,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743329,CMG,CMG,CANNING,EAST,WB,WEST BENGAL,5
743330,BNO,BNO,BHANGAR OFFICE,EAST,WB,WEST BENGAL,5
743331,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743332,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743336,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743337,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743338,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743345,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743351,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743354,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743355,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743368,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743372,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743375,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743376,CMG,CMG,CANNING,EAST,WB,WEST BENGAL,5
743377,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743387,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743395,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743398,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743401,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743405,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743411,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743412,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743422,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743423,BST,BST,BARASAT,EAST,WB,WEST BENGAL,5
743424,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743425,BNO,BNO,BHANGAR OFFICE,EAST,WB,WEST BENGAL,5
743426,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743427,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743428,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743429,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743437,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743438,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743445,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743456,BIT,BIT,BASIRHAT,EAST,WB,WEST BENGAL,5
743502,BNO,BNO,BHANGAR OFFICE,EAST,WB,WEST BENGAL,5
743503,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743504,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743507,BNO,BNO,BHANGAR OFFICE,EAST,WB,WEST BENGAL,5
743513,AAM,AAM,AMTALA BDEL,EAST,WB,WEST BENGAL,5
743609,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743610,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743613,DKB,DKB,DAKSHIN BARASAT,EAST,WB,WEST BENGAL,5
743701,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743702,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743704,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
743710,RNA,RNA,RANAGHAT,EAST,WB,WEST BENGAL,5
743711,HBA,HBA,HABRA,EAST,WB,WEST BENGAL,5
744101,PBA,PBA,PORT BLAIR,SOUTH1,AN,ANDAMAN & NICOBAR ISLANDS,7
744102,PBA,PBA,PORT BLAIR,SOUTH1,AN,ANDAMAN & NICOBAR ISLANDS,7
744103,PBA,PBA,PORT BLAIR,SOUTH1,AN,ANDAMAN & NICOBAR ISLANDS,7
744104,PBA,PBA,PORT BLAIR,SOUTH1,AN,ANDAMAN & NICOBAR ISLANDS,7
751001,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751002,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751003,BBN,BBC,CHANDRASHEKHARPUR,EAST,OR,ODISHA,5
751004,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751005,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751006,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751007,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751008,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751009,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751010,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751011,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751012,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751013,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751014,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751015,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751016,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751017,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751018,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751019,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751020,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751021,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751022,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751023,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751024,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751025,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751026,BBN,BBC,CHANDRASHEKHARPUR,EAST,OR,ODISHA,5
751027,BBN,BBC,CHANDRASHEKHARPUR,EAST,OR,ODISHA,5
751029,BBN,BBC,CHANDRASHEKHARPUR,EAST,OR,ODISHA,5
751030,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751031,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
751062,BBN,BBI,BHUBANESWAR,EAST,OR,ODISHA,5
752001,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752002,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752003,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752010,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752012,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752013,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752014,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752017,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752018,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752019,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752020,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752021,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752022,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752023,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752024,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752025,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752026,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752030,BLN,BLN,BALUGAON OFFICE,EAST,OR,ODISHA,5
752031,BLN,BLN,BALUGAON OFFICE,EAST,OR,ODISHA,5
752037,BLN,BLN,BALUGAON OFFICE,EAST,OR,ODISHA,5
752038,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752045,PIX,PIX,PURI EXPANSION,EAST,OR,ODISHA,5
752050,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752054,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752055,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752056,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752057,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752060,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752061,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752062,JTI,JTI,JATNI,EAST,OR,ODISHA,5
752063,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752064,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752065,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752066,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752068,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752069,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752070,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752077,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752078,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752079,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752080,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752081,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752092,RPN,RPN,RANPUR OFFICE,EAST,OR,ODISHA,5
752094,NYG,NYG,NAYAGARH,EAST,OR,ODISHA,5
752100,BBY,BBY,CHANDRASHEKHARPUR REACH,EAST,OR,ODISHA,5
752101,BBY,BBY,CHANDRASHEKHARPUR REACH,EAST,OR,ODISHA,5
752104,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752105,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752106,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752108,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752109,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752110,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752111,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
752114,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
753001,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753002,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753003,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753004,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753005,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753006,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753007,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753008,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753009,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753010,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753011,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753012,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753013,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753014,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753015,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
753051,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754001,BBY,BBY,CHANDRASHEKHARPUR REACH,EAST,OR,ODISHA,5
754004,NMP,NMP,NIMAPARA,EAST,OR,ODISHA,5
754005,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754006,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754008,BKI,BKI,BANKI OFFICE,EAST,OR,ODISHA,5
754011,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754018,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754021,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754022,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754023,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
754024,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
754025,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754028,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754029,BKI,BKI,BANKI OFFICE,EAST,OR,ODISHA,5
754031,BKI,BKI,BANKI OFFICE,EAST,OR,ODISHA,5
754032,BKI,BKI,BANKI OFFICE,EAST,OR,ODISHA,5
754037,BKI,BKI,BANKI OFFICE,EAST,OR,ODISHA,5
754071,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754082,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
754102,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754103,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754104,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754106,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754107,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754108,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754109,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754110,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754111,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754113,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754114,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754119,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754120,PDP,PRX,PARADEEP E-TAIL,EAST,OR,ODISHA,5
754130,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754131,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754132,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754133,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754134,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754136,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754137,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754140,PDP,PRX,PARADEEP E-TAIL,EAST,OR,ODISHA,5
754141,PDP,PRX,PARADEEP E-TAIL,EAST,OR,ODISHA,5
754142,PDP,PRX,PARADEEP E-TAIL,EAST,OR,ODISHA,5
754143,PDP,PRX,PARADEEP E-TAIL,EAST,OR,ODISHA,5
754145,PDP,PRX,PARADEEP E-TAIL,EAST,OR,ODISHA,5
754153,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754160,JSP,JSP,JAGATSINGHPUR,EAST,OR,ODISHA,5
754162,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754200,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754201,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754202,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754203,CTK,CUT,CUTTAK BLUE DART EXPRESS,EAST,OR,ODISHA,5
754204,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
754205,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
754210,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754211,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754212,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754213,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754214,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754215,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754216,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754217,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754218,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754219,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754220,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754222,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754223,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754224,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754228,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754231,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754239,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754240,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754244,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754245,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754246,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754250,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754253,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754289,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
754292,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
754295,BKI,BKI,BANKI OFFICE,EAST,OR,ODISHA,5
754296,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755001,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755003,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
755004,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755005,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755006,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755007,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755008,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755009,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755010,KDP,KDP,KENDRAPARA ,EAST,OR,ODISHA,5
755011,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755012,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755013,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755014,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755015,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755016,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755017,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755019,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755020,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755022,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755023,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755024,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755026,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755027,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755036,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755040,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755043,JJR,JJR,JAJPUR,EAST,OR,ODISHA,5
755044,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755049,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755050,CAL,CAL,CHANDIKHOL OFFICE,EAST,OR,ODISHA,5
755061,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
755062,JJT,JJT,JAJPUR TOWN,EAST,OR,ODISHA,5
756001,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756002,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756003,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756019,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756020,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756023,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756024,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756025,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756026,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756027,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756029,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756030,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756032,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756034,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756035,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756036,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756038,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756039,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756040,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756042,SOR,SOR,SORO,EAST,OR,ODISHA,5
756043,SOR,SOR,SORO,EAST,OR,ODISHA,5
756045,SOR,SOR,SORO,EAST,OR,ODISHA,5
756046,SOR,SOR,SORO,EAST,OR,ODISHA,5
756056,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756058,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756060,BSO,BSO,BALASORE,EAST,OR,ODISHA,5
756079,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756080,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756081,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756083,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756084,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756085,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756086,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756087,BJL,BJL,BALIAPAL OFFICE,EAST,OR,ODISHA,5
756100,BDK,BDK,BHADRAK,EAST,OR,ODISHA,5
756101,BDK,BDK,BHADRAK,EAST,OR,ODISHA,5
756111,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756112,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756113,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756116,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756118,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756119,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756124,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756125,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756127,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756128,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756129,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756130,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756131,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756132,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756133,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756139,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756163,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756164,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756165,TPD,TPD,BHADRAK OFFICE,EAST,OR,ODISHA,5
756181,BDK,BDK,BHADRAK,EAST,OR,ODISHA,5
757001,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757002,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757017,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757019,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757020,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757021,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757022,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757023,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757024,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757025,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757026,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757027,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757029,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757030,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757040,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757041,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757049,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757075,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757077,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757079,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757084,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
757085,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757087,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757101,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757103,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757104,UDL,UDL,UDALA OFFICE,EAST,OR,ODISHA,5
757105,MBJ,MBJ,MAYURBHANJ,EAST,OR,ODISHA,5
