Pincode,Area,S/C Code,S/C Description,Region,State Code,State Description,ZONE
221503,ALL,ALL,PRAYAGRAJ,NORTH,UP,UTTAR PRADESH,5
221701,BLX,BLX,BALLIA,NORTH,UP,UTTAR PRADESH,5
221711,BLX,BLX,BALLIA,NORTH,UP,UTTAR PRADESH,5
221712,BLX,BLX,BALLIA,NORTH,UP,UTTAR PRADESH,5
221713,BLX,BLX,BALLIA,NORTH,UP,UTTAR PRADESH,5
221717,BLX,BLX,BALLIA,NORTH,UP,UTTAR PRADESH,5
222001,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222002,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222109,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222125,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222129,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222131,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222132,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222136,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222139,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222142,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222143,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222161,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222170,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222180,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222201,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
222203,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
222302,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
223101,JPX,JPX,JAUNPUR,NORTH,UP,UTTAR PRADESH,5
223223,AZG,AZG,AZAMGARH,NORTH,UP,UTTAR PRADESH,5
224001,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224120,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224122,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224123,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224127,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224129,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224133,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224135,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224141,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224143,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224145,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224149,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224155,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224158,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224164,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224188,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224190,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
224201,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224206,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224207,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224209,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224229,FBF,FBF,FAIZABAD,NORTH,UP,UTTAR PRADESH,5
224238,TDA,TDA,TANDA,NORTH,UP,UTTAR PRADESH,5
225001,BBK,BBR,BARABANKI,NORTH,UP,UTTAR PRADESH,5
225002,BBK,BBR,BARABANKI,NORTH,UP,UTTAR PRADESH,5
225003,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225119,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225120,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225121,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225122,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225123,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225124,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225201,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225202,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225203,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225204,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225205,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225206,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225207,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225208,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225301,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225302,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225303,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225304,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225305,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225306,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225403,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225405,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225409,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225412,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225413,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225414,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
225415,BBK,BBE,BARABANKI E-TAIL,NORTH,UP,UTTAR PRADESH,5
226001,LCK,LCH,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226002,LCK,LCH,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226003,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226004,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226005,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226006,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226007,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226008,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226009,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226010,LCK,LTG,LUCKNOW TRANS GOMTI,NORTH,UP,UTTAR PRADESH,5
226011,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226012,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226013,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226014,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226015,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226016,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226017,LCK,LCH,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226018,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226019,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226020,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226021,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226022,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226023,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226024,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226025,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226026,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226027,LCO,LCO,LUCKNOW OFFICE,NORTH,UP,UTTAR PRADESH,5
226028,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226029,LVF,LVF,TRANSPORT NAGAR REACH,NORTH,UP,UTTAR PRADESH,5
226030,LSF,LSF,LCK TRANS GOMTI REACH,NORTH,UP,UTTAR PRADESH,5
226031,LJF,LJF,LUCKNOW REACH,NORTH,UP,UTTAR PRADESH,5
226101,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226102,LCZ,LCZ,LUCKNOW EXPANSION,NORTH,UP,UTTAR PRADESH,5
226103,LCZ,LCZ,LUCKNOW EXPANSION,NORTH,UP,UTTAR PRADESH,5
226104,LCZ,LCZ,LUCKNOW EXPANSION,NORTH,UP,UTTAR PRADESH,5
226201,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226202,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226203,LCK,LCA,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
226301,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226302,LCY,LCY,LCT EXPANSION,NORTH,UP,UTTAR PRADESH,5
226303,LCY,LCY,LCT EXPANSION,NORTH,UP,UTTAR PRADESH,5
226401,LCK,LCT,TRANSPORT NAGAR,NORTH,UP,UTTAR PRADESH,5
226501,LCK,LCH,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
227105,LCK,LCG,LUCKNOW SERVICE CENTRE,NORTH,UP,UTTAR PRADESH,5
227405,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227408,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
227409,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227411,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227412,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227801,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227805,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
227808,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
227809,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227812,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
227813,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
227817,AMF,AMF,AMETHI,NORTH,UP,UTTAR PRADESH,5
228001,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
228118,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
228119,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
228125,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
228141,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
228145,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
228155,STF,STF,SULTANPUR,NORTH,UP,UTTAR PRADESH,5
229001,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229010,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229120,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229122,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229124,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229126,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229127,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229129,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229206,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229207,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229301,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229302,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229303,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229304,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229305,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229306,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229307,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229309,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229310,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229316,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229401,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229402,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229404,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229405,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229406,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
229801,RBX,RBX,RAEBARELI,NORTH,UP,UTTAR PRADESH,5
230001,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230002,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230124,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230132,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230135,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230136,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230301,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230304,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230402,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230403,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230501,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230502,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
230503,PTG,PTG,PRATAPGARH,NORTH,UP,UTTAR PRADESH,5
231001,MRZ,MRZ,MIRZAPUR,NORTH,UP,UTTAR PRADESH,5
231205,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231206,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231208,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231210,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231213,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231215,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231216,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231217,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231218,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231219,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231220,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231221,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231222,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231223,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231225,RNK,RNK,RENUKOOT,NORTH,UP,UTTAR PRADESH,5
231301,ROB,ROB,ROBERTGANJ,NORTH,UP,UTTAR PRADESH,5
231304,MZX,MZX,MIRZAPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
231305,MGS,MGS,MUGHALSARAI,NORTH,UP,UTTAR PRADESH,5
231306,MZX,MZX,MIRZAPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
231307,MZX,MZX,MIRZAPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
231501,GBF,GBF,BHADOHI REACH,NORTH,UP,UTTAR PRADESH,5
232101,MGS,MGS,MUGHALSARAI,NORTH,UP,UTTAR PRADESH,5
232104,MGS,MGS,MUGHALSARAI,NORTH,UP,UTTAR PRADESH,5
232326,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
232333,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233001,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233224,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233226,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233228,BLX,BLX,BALLIA,NORTH,UP,UTTAR PRADESH,5
233230,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233232,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233300,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233302,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233303,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233304,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233305,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
233306,GPX,GPX,GAZIPUR,NORTH,UP,UTTAR PRADESH,5
241001,HDO,HDO,HARDOI,NORTH,UP,UTTAR PRADESH,5
242001,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242021,ALI,ALA,ALIGARH,NORTH,UP,UTTAR PRADESH,5
242042,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242220,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242221,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242223,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242301,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242305,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242306,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242307,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242401,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242405,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242406,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
242407,SJH,SJH,SHAHJAHANPUR EXPANSION,NORTH,UP,UTTAR PRADESH,5
243001,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243002,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243003,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243004,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243005,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243006,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243122,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243123,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243126,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243201,KCH,KCH,KICHHA,NORTH,UT,UTTARAKHAND,5
243202,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243301,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243302,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243303,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243401,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243403,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243501,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243502,BRY,BRI,BAREILLY,NORTH,UP,UTTAR PRADESH,5
243503,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243504,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243505,BRY,BYC,BAREILY CHOKI CHORAHA,NORTH,UP,UTTAR PRADESH,5
243601,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243631,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243633,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243634,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243635,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243636,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243637,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243638,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243639,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243641,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243720,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243722,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
243723,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
243724,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243726,BAU,BAU,BADAUN,NORTH,UP,UTTAR PRADESH,5
243727,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244001,MOR,MOR,MORADABAD,NORTH,UP,UTTAR PRADESH,5
244102,MOR,MOR,MORADABAD,NORTH,UP,UTTAR PRADESH,5
244103,MOR,MOR,MORADABAD,NORTH,UP,UTTAR PRADESH,5
244104,MRY,MRY,MORADABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
244105,MRY,MRY,MORADABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
244221,AMO,AMO,AMROHA,NORTH,UP,UTTAR PRADESH,5
244222,MRY,MRY,MORADABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
244223,GAJ,GAJ,GAJRAULA,NORTH,UP,UTTAR PRADESH,5
244225,AHA,AHA,AMROHA,NORTH,UP,UTTAR PRADESH,5
244231,AHA,AHA,AMROHA,NORTH,UP,UTTAR PRADESH,5
244235,GAJ,GAJ,GAJRAULA,NORTH,UP,UTTAR PRADESH,5
244236,AHA,AHA,AMROHA,NORTH,UP,UTTAR PRADESH,5
244241,GAJ,GAJ,GAJRAULA,NORTH,UP,UTTAR PRADESH,5
244242,GAJ,GAJ,GAJRAULA,NORTH,UP,UTTAR PRADESH,5
244251,AHA,AHA,AMROHA,NORTH,UP,UTTAR PRADESH,5
244301,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244302,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244303,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244304,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244401,KHX,KHX,KASHIPUR,NORTH,UT,UTTARAKHAND,5
244402,MRY,MRY,MORADABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
244410,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244411,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244412,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244413,SBL,SBL,SAMBHAL,NORTH,UP,UTTAR PRADESH,5
244501,MRY,MRY,MORADABAD EXPANSION,NORTH,UP,UTTAR PRADESH,5
244601,KHX,KHX,KASHIPUR,NORTH,UT,UTTARAKHAND,5
244602,KHX,KHX,KASHIPUR,NORTH,UT,UTTARAKHAND,5
244701,RMP,RMP,RAMPUR,NORTH,UP,UTTAR PRADESH,5
244712,KHX,KHX,KASHIPUR,NORTH,UT,UTTARAKHAND,5
244713,KHX,KHX,KASHIPUR,NORTH,UT,UTTARAKHAND,5
244715,RMN,RMN,RAM NAGAR -UTTARANCHA,NORTH,UT,UTTARAKHAND,5
244901,RMP,RMP,RAMPUR,NORTH,UP,UTTAR PRADESH,5
244921,BIU,BIU,BILASPUR,NORTH,UP,UTTAR PRADESH,5
244922,RMP,RMP,RAMPUR,NORTH,UP,UTTAR PRADESH,5
244923,BIU,BIU,BILASPUR,NORTH,UP,UTTAR PRADESH,5
244924,BIU,BIU,BILASPUR,NORTH,UP,UTTAR PRADESH,5
244925,BIU,BIU,BILASPUR,NORTH,UP,UTTAR PRADESH,5
244927,RMP,RMP,RAMPUR,NORTH,UP,UTTAR PRADESH,5
244928,BIU,BIU,BILASPUR,NORTH,UP,UTTAR PRADESH,5
245101,HPU,HPU,HAPUR,NORTH,UP,UTTAR PRADESH,5
245201,HPU,HPU,HAPUR,NORTH,UP,UTTAR PRADESH,5
245205,MXP,MXP,MEERUT  EXPANSION,NORTH,UP,UTTAR PRADESH,5
245206,HPU,HPU,HAPUR,NORTH,UP,UTTAR PRADESH,5
245207,HPU,HPU,HAPUR,NORTH,UP,UTTAR PRADESH,5
245301,HPU,HPU,HAPUR,NORTH,UP,UTTAR PRADESH,5
245304,GPL,GPL,PILKHUWA,NORTH,UP,UTTAR PRADESH,5
246001,PGW,PGW,PAURI GARHWAL,NORTH,UT,UTTARAKHAND,5
246127,KDR,KDR,KOTDWAR,NORTH,UT,UTTARAKHAND,5
246149,KDR,KDR,KOTDWAR,NORTH,UT,UTTARAKHAND,5
246171,RPG,RPG,RUDRAPRAYAG,NORTH,UT,UTTARAKHAND,5
246174,SGH,SGH,SRINAGAR GARHWAL,NORTH,UT,UTTARAKHAND,5
246401,GPW,GPW,GOPESHWAR,NORTH,UT,UTTARAKHAND,5
246421,RPG,RPG,RUDRAPRAYAG,NORTH,UT,UTTARAKHAND,5
246424,GPW,GPW,GOPESHWAR,NORTH,UT,UTTARAKHAND,5
246472,GPW,GPW,GOPESHWAR,NORTH,UT,UTTARAKHAND,5
246475,RPG,RPG,RUDRAPRAYAG,NORTH,UT,UTTARAKHAND,5
246701,BJN,BJN,BIJNORE,NORTH,UP,UTTAR PRADESH,5
246721,BJN,BJN,BIJNORE,NORTH,UP,UTTAR PRADESH,5
246722,NJB,NJB,NAJIBABAD,NORTH,UP,UTTAR PRADESH,5
246724,NJB,NJB,NAJIBABAD,NORTH,UP,UTTAR PRADESH,5
246725,BJN,BJN,BIJNORE,NORTH,UP,UTTAR PRADESH,5
